,name,img,type,moves
506,herdier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/507.png,['normal'],"['tackle', 'take-down', 'leer', 'bite', 'roar']"
507,stoutland,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/508.png,['normal'],"['tackle', 'take-down', 'leer', 'bite', 'roar']"
508,purrloin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/509.png,['dark'],"['pay-day', 'scratch', 'cut', 'sand-attack', 'growl']"
509,liepard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/510.png,['dark'],"['pay-day', 'scratch', 'cut', 'sand-attack', 'growl']"
510,pansage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/511.png,['grass'],"['scratch', 'cut', 'vine-whip', 'leer', 'bite']"
511,simisage,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/512.png,['grass'],"['cut', 'leer', 'hyper-beam', 'low-kick', 'solar-beam']"
512,pansear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/513.png,['fire'],"['fire-punch', 'scratch', 'cut', 'leer', 'bite']"
513,simisear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/514.png,['fire'],"['fire-punch', 'cut', 'leer', 'flamethrower', 'hyper-beam']"
514,panpour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/515.png,['water'],"['ice-punch', 'scratch', 'cut', 'leer', 'bite']"
515,simipour,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/516.png,['water'],"['ice-punch', 'cut', 'leer', 'surf', 'ice-beam']"
516,munna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/517.png,['psychic'],"['sonic-boom', 'psybeam', 'thunder-wave', 'toxic', 'psychic']"
517,musharna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/518.png,['psychic'],"['psybeam', 'hyper-beam', 'thunder-wave', 'toxic', 'psychic']"
518,pidove,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/519.png,"['normal', 'flying']","['razor-wind', 'gust', 'fly', 'leer', 'growl']"
519,tranquill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/520.png,"['normal', 'flying']","['razor-wind', 'gust', 'fly', 'leer', 'growl']"
520,unfezant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/521.png,"['normal', 'flying']","['razor-wind', 'gust', 'fly', 'leer', 'growl']"
521,blitzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/522.png,['electric'],"['stomp', 'double-kick', 'sand-attack', 'take-down', 'thrash']"
522,zebstrika,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/523.png,['electric'],"['stomp', 'thrash', 'tail-whip', 'hyper-beam', 'low-kick']"
523,roggenrola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/524.png,['rock'],"['sand-attack', 'headbutt', 'tackle', 'take-down', 'strength']"
524,boldore,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/525.png,['rock'],"['sand-attack', 'headbutt', 'tackle', 'strength', 'earthquake']"
525,gigalith,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/526.png,['rock'],"['sand-attack', 'headbutt', 'tackle', 'hyper-beam', 'strength']"
526,woobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/527.png,"['psychic', 'flying']","['gust', 'fly', 'supersonic', 'thunder-wave', 'toxic']"
527,swoobat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/528.png,"['psychic', 'flying']","['gust', 'fly', 'hyper-beam', 'thunder-wave', 'toxic']"
528,drilbur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/529.png,['ground'],"['scratch', 'swords-dance', 'cut', 'submission', 'strength']"
529,excadrill,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/530.png,"['ground', 'steel']","['scratch', 'swords-dance', 'cut', 'horn-drill', 'hyper-beam']"
530,audino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/531.png,['normal'],"['pound', 'double-slap', 'mega-punch', 'fire-punch', 'ice-punch']"
531,timburr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/532.png,['fighting'],"['pound', 'comet-punch', 'mega-punch', 'fire-punch', 'ice-punch']"
532,gurdurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/533.png,['fighting'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
533,conkeldurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/534.png,['fighting'],"['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
534,tympole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/535.png,['water'],"['growl', 'supersonic', 'acid', 'mist', 'hydro-pump']"
535,palpitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/536.png,"['water', 'ground']","['growl', 'supersonic', 'acid', 'hydro-pump', 'surf']"
536,seismitoad,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/537.png,"['water', 'ground']","['mega-punch', 'ice-punch', 'mega-kick', 'growl', 'supersonic']"
537,throh,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/538.png,['fighting'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'bind']"
538,sawk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/539.png,['fighting'],"['karate-chop', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
539,sewaddle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/540.png,"['bug', 'grass']","['razor-wind', 'cut', 'tackle', 'razor-leaf', 'solar-beam']"
540,swadloon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/541.png,"['bug', 'grass']","['cut', 'tackle', 'razor-leaf', 'solar-beam', 'string-shot']"
541,leavanny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/542.png,"['bug', 'grass']","['swords-dance', 'cut', 'tackle', 'hyper-beam', 'razor-leaf']"
542,venipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/543.png,"['bug', 'poison']","['take-down', 'double-edge', 'poison-sting', 'twineedle', 'pin-missile']"
543,whirlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/544.png,"['bug', 'poison']","['take-down', 'double-edge', 'poison-sting', 'pin-missile', 'solar-beam']"
544,scolipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/545.png,"['bug', 'poison']","['swords-dance', 'cut', 'take-down', 'double-edge', 'poison-sting']"
545,cottonee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/546.png,"['grass', 'fairy']","['absorb', 'mega-drain', 'leech-seed', 'growth', 'razor-leaf']"
546,whimsicott,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/547.png,"['grass', 'fairy']","['gust', 'hyper-beam', 'absorb', 'mega-drain', 'leech-seed']"
547,petilil,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/548.png,['grass'],"['cut', 'absorb', 'mega-drain', 'leech-seed', 'growth']"
548,lilligant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/549.png,['grass'],"['swords-dance', 'cut', 'hyper-beam', 'absorb', 'mega-drain']"
549,basculin-red-striped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/550.png,['water'],"['cut', 'headbutt', 'tackle', 'take-down', 'thrash']"
550,sandile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/551.png,"['ground', 'dark']","['cut', 'sand-attack', 'body-slam', 'take-down', 'thrash']"
551,krokorok,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/552.png,"['ground', 'dark']","['mega-punch', 'cut', 'mega-kick', 'sand-attack', 'body-slam']"
552,krookodile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/553.png,"['ground', 'dark']","['mega-punch', 'cut', 'mega-kick', 'sand-attack', 'body-slam']"
553,darumaka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/554.png,['fire'],"['mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle']"
554,darmanitan-standard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/555.png,['fire'],"['mega-punch', 'fire-punch', 'mega-kick', 'headbutt', 'tackle']"
555,maractus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/556.png,['grass'],"['pin-missile', 'peck', 'absorb', 'mega-drain', 'leech-seed']"
556,dwebble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/557.png,"['bug', 'rock']","['swords-dance', 'cut', 'sand-attack', 'counter', 'strength']"
557,crustle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/558.png,"['bug', 'rock']","['swords-dance', 'cut', 'sand-attack', 'hyper-beam', 'strength']"
558,scraggy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/559.png,"['dark', 'fighting']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
559,scrafty,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/560.png,"['dark', 'fighting']","['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'mega-kick']"
560,sigilyph,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/561.png,"['psychic', 'flying']","['gust', 'whirlwind', 'fly', 'ice-beam', 'psybeam']"
561,yamask,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/562.png,['ghost'],"['disable', 'toxic', 'psychic', 'night-shade', 'double-team']"
562,cofagrigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/563.png,['ghost'],"['disable', 'hyper-beam', 'toxic', 'psychic', 'night-shade']"
563,tirtouga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/564.png,"['water', 'rock']","['slam', 'body-slam', 'bite', 'water-gun', 'hydro-pump']"
564,carracosta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/565.png,"['water', 'rock']","['body-slam', 'bite', 'water-gun', 'hydro-pump', 'surf']"
565,archen,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/566.png,"['rock', 'flying']","['cut', 'wing-attack', 'thrash', 'leer', 'bite']"
566,archeops,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/567.png,"['rock', 'flying']","['cut', 'wing-attack', 'fly', 'thrash', 'leer']"
567,trubbish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/568.png,['poison'],"['pound', 'double-slap', 'sand-attack', 'take-down', 'toxic']"
568,garbodor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/569.png,['poison'],"['pound', 'double-slap', 'body-slam', 'take-down', 'hyper-beam']"
569,zorua,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/570.png,['dark'],"['scratch', 'swords-dance', 'cut', 'take-down', 'leer']"
570,zoroark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/571.png,['dark'],"['mega-punch', 'scratch', 'swords-dance', 'cut', 'mega-kick']"
571,minccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/572.png,['normal'],"['pound', 'double-slap', 'slam', 'tail-whip', 'growl']"
572,cinccino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/573.png,['normal'],"['pound', 'slam', 'sing', 'hyper-beam', 'thunderbolt']"
573,gothita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/574.png,['psychic'],"['pound', 'double-slap', 'psybeam', 'thunderbolt', 'thunder-wave']"
574,gothorita,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/575.png,['psychic'],"['pound', 'double-slap', 'psybeam', 'thunderbolt', 'thunder-wave']"
575,gothitelle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/576.png,['psychic'],"['pound', 'double-slap', 'body-slam', 'psybeam', 'hyper-beam']"
576,solosis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/577.png,['psychic'],"['psybeam', 'thunder-wave', 'thunder', 'toxic', 'confusion']"
577,duosion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/578.png,['psychic'],"['psybeam', 'thunder-wave', 'thunder', 'toxic', 'confusion']"
578,reuniclus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/579.png,['psychic'],"['mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch', 'psybeam']"
579,ducklett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/580.png,"['water', 'flying']","['gust', 'wing-attack', 'fly', 'water-gun', 'surf']"
580,swanna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/581.png,"['water', 'flying']","['wing-attack', 'fly', 'water-gun', 'surf', 'ice-beam']"
581,vanillite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/582.png,['ice'],"['mist', 'ice-beam', 'blizzard', 'toxic', 'double-team']"
582,vanillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/583.png,['ice'],"['mist', 'ice-beam', 'blizzard', 'toxic', 'double-team']"
583,vanilluxe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/584.png,['ice'],"['mist', 'ice-beam', 'blizzard', 'hyper-beam', 'toxic']"
584,deerling-spring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/585.png,"['normal', 'grass']","['double-kick', 'jump-kick', 'sand-attack', 'headbutt', 'tackle']"
585,sawsbuck-spring,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/586.png,"['normal', 'grass']","['swords-dance', 'cut', 'double-kick', 'jump-kick', 'sand-attack']"
586,emolga,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/587.png,"['electric', 'flying']","['cut', 'tail-whip', 'solar-beam', 'thunder-shock', 'thunderbolt']"
587,karrablast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/588.png,['bug'],"['swords-dance', 'cut', 'headbutt', 'horn-attack', 'fury-attack']"
588,escavalier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/589.png,"['bug', 'steel']","['swords-dance', 'cut', 'headbutt', 'fury-attack', 'take-down']"
589,foongus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/590.png,"['grass', 'poison']","['body-slam', 'absorb', 'mega-drain', 'growth', 'solar-beam']"
590,amoonguss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/591.png,"['grass', 'poison']","['body-slam', 'hyper-beam', 'absorb', 'mega-drain', 'growth']"
591,frillish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/592.png,"['water', 'ghost']","['bind', 'poison-sting', 'mist', 'water-gun', 'hydro-pump']"
592,jellicent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/593.png,"['water', 'ghost']","['bind', 'poison-sting', 'water-gun', 'hydro-pump', 'surf']"
593,alomomola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/594.png,['water'],"['pound', 'double-slap', 'body-slam', 'take-down', 'mist']"
594,joltik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/595.png,"['bug', 'electric']","['cut', 'poison-sting', 'pin-missile', 'disable', 'absorb']"
595,galvantula,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/596.png,"['bug', 'electric']","['cut', 'pin-missile', 'hyper-beam', 'absorb', 'string-shot']"
596,ferroseed,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/597.png,"['grass', 'steel']","['tackle', 'pin-missile', 'leech-seed', 'solar-beam', 'thunderbolt']"
597,ferrothorn,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/598.png,"['grass', 'steel']","['swords-dance', 'cut', 'tackle', 'pin-missile', 'hyper-beam']"
598,klink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/599.png,['steel'],"['vice-grip', 'bind', 'hyper-beam', 'thunder-shock', 'thunderbolt']"
599,klang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/600.png,['steel'],"['vice-grip', 'bind', 'hyper-beam', 'thunder-shock', 'thunderbolt']"
600,klinklang,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/601.png,['steel'],"['vice-grip', 'bind', 'hyper-beam', 'thunder-shock', 'thunderbolt']"
601,tynamo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/602.png,['electric'],"['tackle', 'thunder-wave', 'spark', 'magnet-rise', 'charge-beam']"
602,eelektrik,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/603.png,['electric'],"['bind', 'headbutt', 'body-slam', 'take-down', 'thrash']"
603,eelektross,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/604.png,['electric'],"['fire-punch', 'thunder-punch', 'cut', 'bind', 'headbutt']"
604,elgyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/605.png,['psychic'],"['headbutt', 'growl', 'disable', 'psybeam', 'thunderbolt']"
605,beheeyem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/606.png,['psychic'],"['headbutt', 'growl', 'psybeam', 'hyper-beam', 'thunderbolt']"
606,litwick,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/607.png,"['ghost', 'fire']","['acid', 'ember', 'flamethrower', 'solar-beam', 'fire-spin']"
607,lampent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/608.png,"['ghost', 'fire']","['ember', 'flamethrower', 'solar-beam', 'fire-spin', 'toxic']"
608,chandelure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/609.png,"['ghost', 'fire']","['ember', 'flamethrower', 'hyper-beam', 'solar-beam', 'fire-spin']"
609,axew,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/610.png,['dragon'],"['scratch', 'guillotine', 'razor-wind', 'swords-dance', 'cut']"
610,fraxure,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/611.png,['dragon'],"['scratch', 'guillotine', 'swords-dance', 'cut', 'take-down']"
611,haxorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,['dragon'],"['scratch', 'guillotine', 'swords-dance', 'cut', 'body-slam']"
612,cubchoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,['ice'],"['mega-punch', 'ice-punch', 'cut', 'mega-kick', 'body-slam']"
613,beartic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,['ice'],"['mega-punch', 'ice-punch', 'swords-dance', 'cut', 'mega-kick']"
614,cryogonal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,['ice'],"['bind', 'body-slam', 'take-down', 'mist', 'ice-beam']"
615,shelmet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,['bug'],"['body-slam', 'double-edge', 'acid', 'absorb', 'mega-drain']"
616,accelgor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,['bug'],"['body-slam', 'acid', 'hyper-beam', 'absorb', 'mega-drain']"
617,stunfisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,"['ground', 'electric']","['tackle', 'water-gun', 'surf', 'thunder-shock', 'thunderbolt']"
618,mienfoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,['fighting'],"['pound', 'double-slap', 'mega-punch', 'swords-dance', 'mega-kick']"
619,mienshao,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,['fighting'],"['pound', 'double-slap', 'mega-punch', 'swords-dance', 'mega-kick']"
620,druddigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,['dragon'],"['mega-punch', 'fire-punch', 'thunder-punch', 'scratch', 'cut']"
621,golett,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,"['ground', 'ghost']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
622,golurk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,"['ground', 'ghost']","['pound', 'mega-punch', 'fire-punch', 'ice-punch', 'thunder-punch']"
623,pawniard,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,"['dark', 'steel']","['scratch', 'guillotine', 'swords-dance', 'cut', 'headbutt']"
624,bisharp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,"['dark', 'steel']","['scratch', 'guillotine', 'swords-dance', 'cut', 'take-down']"
625,bouffalant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,['normal'],"['swords-dance', 'cut', 'stomp', 'headbutt', 'horn-attack']"
626,rufflet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,"['normal', 'flying']","['cut', 'wing-attack', 'whirlwind', 'fly', 'fury-attack']"
627,braviary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,"['normal', 'flying']","['cut', 'wing-attack', 'whirlwind', 'fly', 'fury-attack']"
628,vullaby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,"['dark', 'flying']","['cut', 'gust', 'whirlwind', 'fly', 'fury-attack']"
629,mandibuzz,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,"['dark', 'flying']","['cut', 'gust', 'whirlwind', 'fly', 'fury-attack']"
630,heatmor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,['fire'],"['fire-punch', 'thunder-punch', 'cut', 'bind', 'tackle']"
631,durant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,"['bug', 'steel']","['vice-grip', 'guillotine', 'cut', 'sand-attack', 'bite']"
632,deino,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,"['dark', 'dragon']","['slam', 'headbutt', 'tackle', 'body-slam', 'take-down']"
633,zweilous,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,"['dark', 'dragon']","['slam', 'headbutt', 'tackle', 'body-slam', 'take-down']"
634,hydreigon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,"['dark', 'dragon']","['fly', 'slam', 'headbutt', 'tackle', 'body-slam']"
635,larvesta,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,"['bug', 'fire']","['body-slam', 'take-down', 'thrash', 'double-edge', 'ember']"
636,volcarona,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,"['bug', 'fire']","['gust', 'whirlwind', 'fly', 'body-slam', 'take-down']"
637,cobalion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,"['steel', 'fighting']","['swords-dance', 'cut', 'double-kick', 'take-down', 'leer']"
638,terrakion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,"['rock', 'fighting']","['swords-dance', 'cut', 'double-kick', 'take-down', 'leer']"
639,virizion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,"['grass', 'fighting']","['swords-dance', 'cut', 'double-kick', 'take-down', 'leer']"
640,tornadus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,['flying'],"['gust', 'fly', 'body-slam', 'take-down', 'thrash']"
641,thundurus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,"['electric', 'flying']","['thunder-punch', 'fly', 'body-slam', 'take-down', 'thrash']"
642,reshiram,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,"['dragon', 'fire']","['cut', 'fly', 'flamethrower', 'hyper-beam', 'strength']"
643,zekrom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,"['dragon', 'electric']","['thunder-punch', 'cut', 'fly', 'hyper-beam', 'strength']"
644,landorus-incarnate,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,"['ground', 'flying']","['swords-dance', 'fly', 'body-slam', 'take-down', 'leer']"
645,kyurem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,"['dragon', 'ice']","['cut', 'fly', 'ice-beam', 'blizzard', 'hyper-beam']"
646,keldeo-ordinary,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,"['water', 'fighting']","['swords-dance', 'cut', 'double-kick', 'take-down', 'leer']"
